Date,Name,Status, Effort 
09-02-2023,Employee 29,Billable, 3.500 
09-02-2023,Employee 29,Non-Billable, 2.500 
10-02-2023,Employee 03,Billable, 8.500 
10-02-2023,Employee 03,Non-Billable, 1.000 
10-02-2023,Employee 05,Billable, 4.000 
10-02-2023,Employee 05,Non-Billable, 1.000 
10-02-2023,Employee 07,Billable, 8.500 
10-02-2023,Employee 08,Billable, 10.583 
10-02-2023,Employee 10,Billable, 1.500 
10-02-2023,Employee 10,Non-Billable, 3.000 
10-02-2023,Employee 12,Billable, 7.500 
10-02-2023,Employee 14,Billable, 8.250 
10-02-2023,Employee 14,Non-Billable, 0.500 
10-02-2023,Employee 15,Non-Billable, 7.000 
10-02-2023,Employee 17,Billable, 4.000 
10-02-2023,Employee 17,Non-Billable, 2.000 
10-02-2023,Employee 20,Billable, 9.167 
10-02-2023,Employee 21,Billable, 14.500 
10-02-2023,Employee 22,Billable, 8.500 
10-02-2023,Employee 23,Billable, 2.000 
10-02-2023,Employee 25,Billable, 3.000 
10-02-2023,Employee 25,Non-Billable, 4.500 
10-02-2023,Employee 26,Non-Billable, 7.083 
10-02-2023,Employee 28,Non-Billable, 7.933 
10-02-2023,Employee 29,Billable, 4.000 
10-02-2023,Employee 29,Non-Billable, 4.500 
11-02-2023,Employee 21,Billable, 5.000 
12-02-2023,Employee 21,Billable, 5.000 
12-02-2023,Employee 26,Non-Billable, 9.350 
13-02-2023,Employee 03,Billable, 8.500 
13-02-2023,Employee 03,Non-Billable, 0.500 
13-02-2023,Employee 05,Billable, 5.417 
13-02-2023,Employee 07,Billable, 7.000 
13-02-2023,Employee 08,Billable, 9.083 
13-02-2023,Employee 12,Billable, 7.000 
13-02-2023,Employee 14,Billable, 8.000 
13-02-2023,Employee 15,Non-Billable, 7.500 
13-02-2023,Employee 17,Billable, 7.000 
13-02-2023,Employee 20,Billable, 11.667 
13-02-2023,Employee 21,Billable, 17.500 
13-02-2023,Employee 22,Billable, 8.250 
13-02-2023,Employee 23,Billable, 2.000 
13-02-2023,Employee 26,Non-Billable, 7.333 
13-02-2023,Employee 28,Non-Billable, 8.000 
13-02-2023,Employee 29,Non-Billable, 7.500 
13-02-2023,Employee 30,Billable, 9.500 
14-02-2023,Employee 03,Billable, 8.500 
14-02-2023,Employee 03,Non-Billable, 1.000 
14-02-2023,Employee 05,Billable, 5.167 
14-02-2023,Employee 07,Billable, 7.083 
14-02-2023,Employee 08,Billable, 8.500 
14-02-2023,Employee 10,Billable, 3.833 
14-02-2023,Employee 10,Non-Billable, 1.500 
14-02-2023,Employee 14,Billable, 7.500 
14-02-2023,Employee 15,Non-Billable, 7.500 
14-02-2023,Employee 17,Billable, 5.000 
14-02-2023,Employee 17,Non-Billable, 1.000 
14-02-2023,Employee 20,Billable, 9.083 
14-02-2023,Employee 21,Billable, 16.500 
14-02-2023,Employee 22,Billable, 9.917 
14-02-2023,Employee 23,Billable, 2.000 
14-02-2023,Employee 24,Billable, 3.500 
14-02-2023,Employee 24,Non-Billable, 6.000 
14-02-2023,Employee 26,Non-Billable, 7.000 
14-02-2023,Employee 28,Non-Billable, 7.583 
14-02-2023,Employee 29,Billable, 2.500 
14-02-2023,Employee 29,Non-Billable, 5.000 
14-02-2023,Employee 30,Billable, 9.500 
15-02-2023,Employee 03,Billable, 7.500 
15-02-2023,Employee 03,Non-Billable, 0.500 
15-02-2023,Employee 05,Billable, 2.000 
15-02-2023,Employee 05,Non-Billable, 3.000 
15-02-2023,Employee 07,Billable, 8.917 
15-02-2023,Employee 08,Billable, 8.250 
15-02-2023,Employee 10,Billable, 3.283 
15-02-2023,Employee 10,Non-Billable, 2.000 
15-02-2023,Employee 15,Non-Billable, 8.500 
15-02-2023,Employee 17,Billable, 5.000 
15-02-2023,Employee 17,Non-Billable, 1.000 
15-02-2023,Employee 20,Billable, 8.750 
15-02-2023,Employee 21,Billable, 14.500 
15-02-2023,Employee 22,Billable, 8.750 
15-02-2023,Employee 23,Billable, 2.000 
15-02-2023,Employee 24,Billable, 11.000 
15-02-2023,Employee 24,Non-Billable, 2.500 
15-02-2023,Employee 25,Billable, 11.000 
15-02-2023,Employee 25,Non-Billable, 2.000 
15-02-2023,Employee 28,Non-Billable, 7.500 
15-02-2023,Employee 29,Billable, 0.500 
15-02-2023,Employee 29,Non-Billable, 8.000 
15-02-2023,Employee 30,Billable, 8.500 
16-02-2023,Employee 03,Billable, 10.500 
16-02-2023,Employee 03,Non-Billable, 1.000 
16-02-2023,Employee 05,Billable, 1.917 
16-02-2023,Employee 05,Non-Billable, 3.500 
16-02-2023,Employee 07,Billable, 7.667 
16-02-2023,Employee 07,Non-Billable, 1.000 
16-02-2023,Employee 08,Billable, 8.000 
16-02-2023,Employee 10,Billable, 3.167 
16-02-2023,Employee 10,Non-Billable, 4.500 
16-02-2023,Employee 15,Non-Billable, 7.500 
16-02-2023,Employee 17,Billable, 4.500 
16-02-2023,Employee 17,Non-Billable, 2.000 
16-02-2023,Employee 20,Billable, 5.417 
16-02-2023,Employee 21,Billable, 14.500 
16-02-2023,Employee 22,Billable, 11.000 
16-02-2023,Employee 23,Billable, 2.000 
16-02-2023,Employee 24,Billable, 16.000 
16-02-2023,Employee 25,Billable, 13.500 
16-02-2023,Employee 26,Non-Billable, 7.500 
16-02-2023,Employee 28,Non-Billable, 8.500 
16-02-2023,Employee 29,Billable, 1.000 
16-02-2023,Employee 29,Non-Billable, 6.000 
16-02-2023,Employee 30,Billable, 8.000 
17-02-2023,Employee 03,Billable, 12.000 
17-02-2023,Employee 05,Billable, 2.417 
17-02-2023,Employee 05,Non-Billable, 2.500 
17-02-2023,Employee 07,Billable, 7.667 
17-02-2023,Employee 07,Non-Billable, 0.667 
17-02-2023,Employee 08,Billable, 6.500 
17-02-2023,Employee 10,Billable, 6.667 
17-02-2023,Employee 15,Non-Billable, 7.000 
17-02-2023,Employee 17,Billable, 5.000 
17-02-2023,Employee 17,Non-Billable, 2.000 
17-02-2023,Employee 21,Billable, 14.500 
17-02-2023,Employee 22,Billable, 9.000 
17-02-2023,Employee 23,Billable, 2.000 
17-02-2023,Employee 24,Billable, 7.000 
17-02-2023,Employee 24,Non-Billable, 3.500 
17-02-2023,Employee 25,Billable, 9.000 
17-02-2023,Employee 25,Non-Billable, 3.250 
17-02-2023,Employee 26,Non-Billable, 7.333 
17-02-2023,Employee 28,Non-Billable, 7.500 
17-02-2023,Employee 29,Billable, 1.000 
17-02-2023,Employee 29,Non-Billable, 6.500 
17-02-2023,Employee 30,Billable, 7.500 
20-02-2023,Employee 03,Billable, 11.500 
20-02-2023,Employee 05,Billable, 6.417 
20-02-2023,Employee 07,Billable, 9.750 
20-02-2023,Employee 08,Billable, 7.333 
20-02-2023,Employee 10,Billable, 4.083 
20-02-2023,Employee 10,Non-Billable, 4.000 
20-02-2023,Employee 12,Billable, 6.500 
20-02-2023,Employee 14,Billable, 8.083 
20-02-2023,Employee 14,Non-Billable, 0.500 
20-02-2023,Employee 15,Non-Billable, 7.500 
20-02-2023,Employee 19,Non-Billable, 8.000 
20-02-2023,Employee 20,Billable, 6.833 
20-02-2023,Employee 21,Billable, 13.500 
20-02-2023,Employee 22,Billable, 10.250 
20-02-2023,Employee 23,Billable, 2.000 
20-02-2023,Employee 25,Billable, 3.000 
20-02-2023,Employee 25,Non-Billable, 4.500 
20-02-2023,Employee 26,Non-Billable, 7.717 
20-02-2023,Employee 28,Non-Billable, 8.000 
20-02-2023,Employee 29,Billable, 1.250 
20-02-2023,Employee 29,Non-Billable, 7.000 
20-02-2023,Employee 30,Billable, 8.500 
21-02-2023,Employee 03,Billable, 11.000 
21-02-2023,Employee 03,Non-Billable, 0.500 
21-02-2023,Employee 05,Billable, 5.583 
21-02-2023,Employee 06,Non-Billable, 7.917 
21-02-2023,Employee 07,Billable, 7.667 
21-02-2023,Employee 08,Billable, 6.250 
21-02-2023,Employee 10,Billable, 4.833 
21-02-2023,Employee 10,Non-Billable, 3.500 
21-02-2023,Employee 12,Billable, 6.000 
21-02-2023,Employee 14,Billable, 8.500 
21-02-2023,Employee 15,Non-Billable, 7.500 
21-02-2023,Employee 17,Billable, 6.000 
21-02-2023,Employee 17,Non-Billable, 2.000 
21-02-2023,Employee 19,Non-Billable, 8.000 
21-02-2023,Employee 20,Billable, 6.833 
21-02-2023,Employee 21,Billable, 13.500 
21-02-2023,Employee 22,Billable, 9.500 
21-02-2023,Employee 23,Billable, 2.000 
21-02-2023,Employee 25,Billable, 7.333 
21-02-2023,Employee 26,Non-Billable, 8.217 
21-02-2023,Employee 28,Non-Billable, 8.000 
21-02-2023,Employee 29,Non-Billable, 7.750 
21-02-2023,Employee 30,Billable, 8.000 
22-02-2023,Employee 03,Billable, 10.500 
22-02-2023,Employee 03,Non-Billable, 0.500 
22-02-2023,Employee 05,Billable, 5.000 
22-02-2023,Employee 05,Non-Billable, 1.000 
22-02-2023,Employee 06,Non-Billable, 7.750 
22-02-2023,Employee 08,Billable, 6.000 
22-02-2023,Employee 10,Billable, 6.033 
22-02-2023,Employee 10,Non-Billable, 2.000 
22-02-2023,Employee 12,Billable, 7.000 
22-02-2023,Employee 14,Billable, 7.583 
22-02-2023,Employee 15,Non-Billable, 8.500 
22-02-2023,Employee 17,Billable, 6.500 
22-02-2023,Employee 19,Non-Billable, 7.333 
22-02-2023,Employee 20,Billable, 8.000 
22-02-2023,Employee 21,Billable, 16.500 
22-02-2023,Employee 22,Billable, 10.667 
22-02-2023,Employee 23,Billable, 2.000 
22-02-2023,Employee 24,Billable, 8.167 
22-02-2023,Employee 25,Billable, 8.167 
22-02-2023,Employee 26,Non-Billable, 8.000 
22-02-2023,Employee 28,Non-Billable, 7.000 
22-02-2023,Employee 29,Non-Billable, 8.000 
22-02-2023,Employee 30,Billable, 8.000 
23-02-2023,Employee 03,Billable, 10.000 
23-02-2023,Employee 05,Billable, 4.967 
23-02-2023,Employee 05,Non-Billable, 1.000 
23-02-2023,Employee 06,Non-Billable, 7.833 
23-02-2023,Employee 07,Billable, 8.333 
23-02-2023,Employee 10,Billable, 6.500 
23-02-2023,Employee 10,Non-Billable, 2.500 
23-02-2023,Employee 12,Billable, 7.000 
23-02-2023,Employee 14,Billable, 7.000 
23-02-2023,Employee 15,Non-Billable, 7.500 
23-02-2023,Employee 17,Billable, 6.000 
23-02-2023,Employee 17,Non-Billable, 4.000 
23-02-2023,Employee 19,Non-Billable, 7.417 
23-02-2023,Employee 20,Billable, 15.583 
23-02-2023,Employee 21,Billable, 12.500 
23-02-2023,Employee 22,Billable, 12.000 
23-02-2023,Employee 23,Billable, 2.000 
23-02-2023,Employee 24,Billable, 7.667 
23-02-2023,Employee 25,Billable, 7.667 
23-02-2023,Employee 26,Non-Billable, 7.583 
23-02-2023,Employee 28,Non-Billable, 8.667 
23-02-2023,Employee 29,Non-Billable, 8.750 
23-02-2023,Employee 30,Billable, 8.000 
24-02-2023,Employee 03,Billable, 9.500 
24-02-2023,Employee 05,Billable, 4.667 
24-02-2023,Employee 05,Non-Billable, 1.500 
24-02-2023,Employee 06,Non-Billable, 4.000 
24-02-2023,Employee 07,Billable, 8.833 
24-02-2023,Employee 08,Billable, 5.250 
24-02-2023,Employee 10,Billable, 6.000 
24-02-2023,Employee 10,Non-Billable, 1.500 
24-02-2023,Employee 12,Billable, 6.000 
24-02-2023,Employee 14,Billable, 8.000 
24-02-2023,Employee 15,Non-Billable, 7.000 
24-02-2023,Employee 17,Billable, 8.700 
24-02-2023,Employee 19,Non-Billable, 7.667 
24-02-2023,Employee 20,Billable, 17.583 
24-02-2023,Employee 21,Billable, 12.500 
24-02-2023,Employee 24,Billable, 9.000 
24-02-2023,Employee 25,Billable, 9.250 
24-02-2023,Employee 26,Non-Billable, 8.250 
24-02-2023,Employee 28,Non-Billable, 8.000 
24-02-2023,Employee 29,Non-Billable, 7.500 
24-02-2023,Employee 30,Billable, 8.000 
27-02-2023,Employee 03,Billable, 8.500 
27-02-2023,Employee 03,Non-Billable, 0.500 
27-02-2023,Employee 05,Billable, 6.167 
27-02-2023,Employee 06,Non-Billable, 7.750 
27-02-2023,Employee 07,Billable, 5.167 
27-02-2023,Employee 07,Non-Billable, 3.000 
27-02-2023,Employee 08,Billable, 6.833 
27-02-2023,Employee 09,Billable, 5.000 
27-02-2023,Employee 10,Billable, 6.417 
27-02-2023,Employee 10,Non-Billable, 2.000 
27-02-2023,Employee 12,Billable, 7.500 
27-02-2023,Employee 14,Billable, 7.500 
27-02-2023,Employee 17,Billable, 5.000 
27-02-2023,Employee 17,Non-Billable, 3.250 
27-02-2023,Employee 19,Non-Billable, 8.000 
27-02-2023,Employee 20,Billable, 10.833 
27-02-2023,Employee 21,Billable, 7.500 
27-02-2023,Employee 22,Billable, 7.167 
27-02-2023,Employee 24,Billable, 8.000 
27-02-2023,Employee 25,Billable, 8.000 
27-02-2023,Employee 26,Non-Billable, 7.833 
27-02-2023,Employee 28,Non-Billable, 7.500 
27-02-2023,Employee 29,Non-Billable, 8.000 
27-02-2023,Employee 30,Billable, 8.000 
27-02-2023,Employee 30,Non-Billable, 1.000 
28-02-2023,Employee 03,Billable, 8.500 
28-02-2023,Employee 03,Non-Billable, 0.500 
28-02-2023,Employee 05,Billable, 6.167 
28-02-2023,Employee 06,Non-Billable, 7.583 
28-02-2023,Employee 07,Billable, 4.833 
28-02-2023,Employee 07,Non-Billable, 3.000 
28-02-2023,Employee 08,Billable, 5.000 
28-02-2023,Employee 10,Billable, 5.833 
28-02-2023,Employee 10,Non-Billable, 3.000 
28-02-2023,Employee 12,Billable, 8.000 
28-02-2023,Employee 14,Billable, 7.500 
28-02-2023,Employee 15,Non-Billable, 8.000 
28-02-2023,Employee 17,Billable, 6.000 
28-02-2023,Employee 17,Non-Billable, 3.000 
28-02-2023,Employee 19,Non-Billable, 7.750 
28-02-2023,Employee 21,Billable, 8.000 
28-02-2023,Employee 22,Billable, 6.500 
28-02-2023,Employee 24,Billable, 11.500 
28-02-2023,Employee 25,Billable, 7.417 
28-02-2023,Employee 26,Non-Billable, 8.100 
28-02-2023,Employee 28,Non-Billable, 7.500 
28-02-2023,Employee 29,Non-Billable, 7.500 
28-02-2023,Employee 30,Billable, 8.083 
01-03-2023,Employee 03,Billable, 10.000 
01-03-2023,Employee 03,Non-Billable, 0.500 
01-03-2023,Employee 05,Billable, 6.583 
01-03-2023,Employee 06,Non-Billable, 7.500 
01-03-2023,Employee 07,Billable, 6.083 
01-03-2023,Employee 07,Non-Billable, 1.667 
01-03-2023,Employee 08,Billable, 8.833 
01-03-2023,Employee 10,Billable, 9.000 
01-03-2023,Employee 12,Billable, 8.000 
01-03-2023,Employee 14,Billable, 7.500 
01-03-2023,Employee 15,Non-Billable, 7.500 
01-03-2023,Employee 17,Billable, 6.000 
01-03-2023,Employee 19,Non-Billable, 7.500 
01-03-2023,Employee 20,Billable, 8.750 
01-03-2023,Employee 20,Non-Billable, 0.500 
01-03-2023,Employee 21,Billable, 11.500 
01-03-2023,Employee 22,Billable, 7.500 
01-03-2023,Employee 22,Non-Billable, 0.500 
01-03-2023,Employee 24,Billable, 7.500 
01-03-2023,Employee 26,Non-Billable, 8.250 
01-03-2023,Employee 28,Non-Billable, 8.000 
01-03-2023,Employee 29,Non-Billable, 8.500 
01-03-2023,Employee 30,Billable, 8.000 
02-03-2023,Employee 03,Billable, 10.000 
02-03-2023,Employee 05,Billable, 6.083 
02-03-2023,Employee 06,Non-Billable, 7.750 
02-03-2023,Employee 07,Billable, 6.167 
02-03-2023,Employee 07,Non-Billable, 2.000 
02-03-2023,Employee 08,Billable, 3.333 
02-03-2023,Employee 10,Billable, 3.667 
02-03-2023,Employee 10,Non-Billable, 4.000 
02-03-2023,Employee 12,Billable, 8.000 
02-03-2023,Employee 14,Billable, 8.500 
02-03-2023,Employee 15,Non-Billable, 8.000 
02-03-2023,Employee 19,Non-Billable, 7.250 
02-03-2023,Employee 21,Billable, 11.500 
02-03-2023,Employee 22,Billable, 7.750 
02-03-2023,Employee 24,Billable, 7.500 
02-03-2023,Employee 26,Non-Billable, 7.000 
02-03-2023,Employee 28,Non-Billable, 7.000 
02-03-2023,Employee 29,Non-Billable, 7.500 
02-03-2023,Employee 30,Billable, 8.000 
03-03-2023,Employee 03,Billable, 10.500 
03-03-2023,Employee 05,Billable, 5.000 
03-03-2023,Employee 06,Non-Billable, 7.000 
03-03-2023,Employee 07,Billable, 7.500 
03-03-2023,Employee 08,Billable, 1.750 
03-03-2023,Employee 10,Billable, 3.333 
03-03-2023,Employee 10,Non-Billable, 2.000 
03-03-2023,Employee 12,Billable, 7.000 
03-03-2023,Employee 14,Billable, 7.750 
03-03-2023,Employee 15,Non-Billable, 8.000 
03-03-2023,Employee 17,Billable, 4.000 
03-03-2023,Employee 17,Non-Billable, 2.000 
03-03-2023,Employee 19,Non-Billable, 7.000 
03-03-2023,Employee 20,Billable, 7.500 
03-03-2023,Employee 21,Billable, 11.000 
03-03-2023,Employee 22,Billable, 7.000 
03-03-2023,Employee 24,Billable, 6.000 
03-03-2023,Employee 24,Non-Billable, 1.500 
03-03-2023,Employee 26,Non-Billable, 8.000 
03-03-2023,Employee 28,Non-Billable, 8.000 
03-03-2023,Employee 30,Billable, 8.167 
05-03-2023,Employee 21,Billable, -   
06-03-2023,Employee 03,Billable, 10.500 
06-03-2023,Employee 03,Non-Billable, 0.500 
06-03-2023,Employee 05,Billable, 5.583 
06-03-2023,Employee 06,Non-Billable, 7.500 
06-03-2023,Employee 07,Billable, 8.500 
06-03-2023,Employee 08,Billable, 6.333 
06-03-2023,Employee 10,Billable, 6.500 
06-03-2023,Employee 10,Non-Billable, 1.000 
06-03-2023,Employee 12,Billable, 8.000 
06-03-2023,Employee 14,Billable, 7.500 
06-03-2023,Employee 15,Non-Billable, 7.500 
06-03-2023,Employee 17,Billable, 1.000 
06-03-2023,Employee 17,Non-Billable, 5.500 
06-03-2023,Employee 19,Non-Billable, 7.500 
06-03-2023,Employee 20,Billable, 7.000 
06-03-2023,Employee 21,Billable, 13.000 
06-03-2023,Employee 22,Billable, 7.000 
06-03-2023,Employee 24,Billable, 8.250 
06-03-2023,Employee 25,Billable, 1.667 
06-03-2023,Employee 25,Non-Billable, 5.750 
06-03-2023,Employee 26,Non-Billable, 8.000 
06-03-2023,Employee 28,Non-Billable, 7.000 
06-03-2023,Employee 29,Non-Billable, 7.750 
07-03-2023,Employee 03,Billable, 8.000 
07-03-2023,Employee 05,Billable, 4.083 
07-03-2023,Employee 06,Non-Billable, 8.000 
07-03-2023,Employee 07,Billable, 7.500 
07-03-2023,Employee 07,Non-Billable, 1.000 
07-03-2023,Employee 08,Billable, 8.333 
07-03-2023,Employee 10,Billable, 4.000 
07-03-2023,Employee 12,Billable, 8.000 
07-03-2023,Employee 14,Billable, 7.333 
07-03-2023,Employee 15,Non-Billable, 7.500 
07-03-2023,Employee 17,Billable, 2.000 
07-03-2023,Employee 17,Non-Billable, 3.500 
07-03-2023,Employee 19,Non-Billable, 7.500 
07-03-2023,Employee 20,Billable, 5.000 
07-03-2023,Employee 20,Non-Billable, 1.000 
07-03-2023,Employee 21,Billable, 13.000 
07-03-2023,Employee 22,Billable, 6.250 
07-03-2023,Employee 22,Non-Billable, 1.000 
07-03-2023,Employee 24,Billable, 7.250 
07-03-2023,Employee 24,Non-Billable, 1.000 
07-03-2023,Employee 25,Billable, 2.750 
07-03-2023,Employee 25,Non-Billable, 4.750 
07-03-2023,Employee 26,Non-Billable, 7.750 
07-03-2023,Employee 28,Non-Billable, 8.333 
07-03-2023,Employee 29,Non-Billable, 9.250 
08-03-2023,Employee 03,Billable, 8.000 
08-03-2023,Employee 05,Billable, 4.750 
08-03-2023,Employee 06,Non-Billable, 8.000 
08-03-2023,Employee 07,Billable, 7.667 
08-03-2023,Employee 08,Billable, 7.333 
08-03-2023,Employee 10,Billable, 7.417 
08-03-2023,Employee 12,Billable, 8.000 
08-03-2023,Employee 14,Billable, 7.250 
08-03-2023,Employee 15,Billable, 5.000 
08-03-2023,Employee 15,Non-Billable, 2.000 
08-03-2023,Employee 17,Billable, 7.000 
08-03-2023,Employee 19,Non-Billable, 8.000 
08-03-2023,Employee 20,Billable, 8.250 
08-03-2023,Employee 21,Billable, 13.000 
08-03-2023,Employee 22,Billable, 7.500 
08-03-2023,Employee 24,Billable, 8.000 
08-03-2023,Employee 25,Billable, 1.750 
08-03-2023,Employee 25,Non-Billable, 6.000 
08-03-2023,Employee 26,Non-Billable, 7.750 
08-03-2023,Employee 28,Non-Billable, 8.000 
08-03-2023,Employee 29,Non-Billable, 7.500 
08-03-2023,Employee 30,Billable, 9.000 
09-03-2023,Employee 03,Billable, 9.000 
09-03-2023,Employee 05,Billable, 5.250 
09-03-2023,Employee 06,Non-Billable, 7.900 
09-03-2023,Employee 07,Billable, 7.000 
09-03-2023,Employee 07,Non-Billable, 0.667 
09-03-2023,Employee 08,Billable, 7.000 
09-03-2023,Employee 09,Billable, 3.000 
09-03-2023,Employee 10,Billable, 6.333 
09-03-2023,Employee 10,Non-Billable, 0.500 
09-03-2023,Employee 12,Billable, 7.750 
09-03-2023,Employee 14,Billable, 7.000 
09-03-2023,Employee 15,Non-Billable, 7.500 
09-03-2023,Employee 17,Billable, 7.300 
09-03-2023,Employee 17,Non-Billable, 0.500 
09-03-2023,Employee 19,Non-Billable, 7.000 
09-03-2023,Employee 20,Billable, 11.417 
09-03-2023,Employee 21,Billable, 13.000 
09-03-2023,Employee 22,Billable, 7.500 
09-03-2023,Employee 25,Billable, 4.500 
09-03-2023,Employee 25,Non-Billable, 3.000 
09-03-2023,Employee 26,Non-Billable, 7.500 
09-03-2023,Employee 28,Non-Billable, 7.833 
09-03-2023,Employee 29,Billable, 4.500 
09-03-2023,Employee 29,Non-Billable, 3.333 
09-03-2023,Employee 30,Billable, 6.000 
10-03-2023,Employee 03,Billable, 10.000 
10-03-2023,Employee 05,Billable, 6.917 
10-03-2023,Employee 06,Non-Billable, 7.500 
10-03-2023,Employee 07,Billable, 5.500 
10-03-2023,Employee 07,Non-Billable, 1.417 
10-03-2023,Employee 08,Billable, 8.083 
10-03-2023,Employee 10,Billable, 7.417 
10-03-2023,Employee 10,Non-Billable, 0.500 
10-03-2023,Employee 12,Billable, 7.750 
10-03-2023,Employee 14,Billable, 8.000 
10-03-2023,Employee 15,Non-Billable, 7.000 
10-03-2023,Employee 17,Billable, 1.000 
10-03-2023,Employee 17,Non-Billable, 5.500 
10-03-2023,Employee 19,Non-Billable, 8.000 
10-03-2023,Employee 20,Billable, 14.667 
10-03-2023,Employee 21,Billable, 13.000 
10-03-2023,Employee 22,Billable, 8.000 
10-03-2023,Employee 25,Billable, 5.750 
10-03-2023,Employee 25,Non-Billable, 1.500 
10-03-2023,Employee 26,Non-Billable, 7.917 
10-03-2023,Employee 28,Non-Billable, 8.000 
10-03-2023,Employee 29,Billable, 1.000 
10-03-2023,Employee 29,Non-Billable, 6.500 
10-03-2023,Employee 30,Billable, 8.250 
13-03-2023,Employee 03,Billable, 9.000 
13-03-2023,Employee 05,Billable, 6.083 
13-03-2023,Employee 06,Non-Billable, 7.750 
13-03-2023,Employee 07,Billable, 6.167 
13-03-2023,Employee 07,Non-Billable, 2.333 
13-03-2023,Employee 08,Billable, 6.500 
13-03-2023,Employee 12,Billable, 9.000 
13-03-2023,Employee 14,Billable, 7.250 
13-03-2023,Employee 15,Non-Billable, 7.000 
13-03-2023,Employee 17,Billable, 6.000 
13-03-2023,Employee 17,Non-Billable, 0.500 
13-03-2023,Employee 19,Non-Billable, 7.333 
13-03-2023,Employee 20,Non-Billable, 1.000 
13-03-2023,Employee 21,Billable, 12.000 
13-03-2023,Employee 22,Billable, 7.500 
13-03-2023,Employee 22,Non-Billable, 1.000 
13-03-2023,Employee 24,Billable, 6.667 
13-03-2023,Employee 25,Billable, 3.083 
13-03-2023,Employee 25,Non-Billable, 3.333 
13-03-2023,Employee 26,Non-Billable, 8.750 
13-03-2023,Employee 28,Non-Billable, 7.250 
13-03-2023,Employee 29,Non-Billable, 8.000 
13-03-2023,Employee 30,Billable, 8.000 
14-03-2023,Employee 03,Billable, 9.000 
14-03-2023,Employee 05,Billable, 6.000 
14-03-2023,Employee 06,Non-Billable, 7.750 
14-03-2023,Employee 07,Billable, 6.667 
14-03-2023,Employee 07,Non-Billable, 2.000 
14-03-2023,Employee 08,Billable, 5.583 
14-03-2023,Employee 10,Billable, 5.250 
14-03-2023,Employee 12,Billable, 8.000 
14-03-2023,Employee 14,Billable, 8.250 
14-03-2023,Employee 15,Non-Billable, 7.000 
14-03-2023,Employee 17,Billable, 5.000 
14-03-2023,Employee 19,Non-Billable, 7.000 
14-03-2023,Employee 20,Billable, 10.500 
14-03-2023,Employee 20,Non-Billable, 1.000 
14-03-2023,Employee 21,Billable, 12.000 
14-03-2023,Employee 22,Billable, 6.917 
14-03-2023,Employee 22,Non-Billable, 1.000 
14-03-2023,Employee 24,Billable, 7.000 
14-03-2023,Employee 24,Non-Billable, 1.000 
14-03-2023,Employee 25,Billable, 6.500 
14-03-2023,Employee 25,Non-Billable, 1.250 
14-03-2023,Employee 26,Non-Billable, 7.750 
14-03-2023,Employee 29,Non-Billable, 7.833 
14-03-2023,Employee 30,Billable, 8.500 
15-03-2023,Employee 03,Billable, 8.000 
15-03-2023,Employee 05,Billable, 5.083 
15-03-2023,Employee 06,Non-Billable, 7.750 
15-03-2023,Employee 07,Billable, 7.167 
15-03-2023,Employee 07,Non-Billable, 0.667 
15-03-2023,Employee 08,Billable, 5.333 
15-03-2023,Employee 10,Billable, 6.000 
15-03-2023,Employee 12,Billable, 8.000 
15-03-2023,Employee 14,Billable, 7.500 
15-03-2023,Employee 17,Billable, 5.500 
15-03-2023,Employee 19,Non-Billable, 8.000 
15-03-2023,Employee 20,Billable, 12.333 
15-03-2023,Employee 21,Billable, 13.000 
15-03-2023,Employee 22,Billable, 8.500 
15-03-2023,Employee 24,Billable, 7.500 
15-03-2023,Employee 25,Billable, 7.667 
15-03-2023,Employee 26,Non-Billable, 8.250 
15-03-2023,Employee 28,Non-Billable, 6.500 
15-03-2023,Employee 29,Non-Billable, 8.750 
15-03-2023,Employee 30,Billable, 8.000 
16-03-2023,Employee 03,Billable, 11.500 
16-03-2023,Employee 05,Billable, 5.583 
16-03-2023,Employee 06,Non-Billable, 7.500 
16-03-2023,Employee 07,Billable, 7.333 
16-03-2023,Employee 07,Non-Billable, 0.750 
16-03-2023,Employee 08,Billable, 7.667 
16-03-2023,Employee 10,Billable, 6.500 
16-03-2023,Employee 12,Billable, 8.000 
16-03-2023,Employee 14,Billable, 7.000 
16-03-2023,Employee 15,Non-Billable, 6.500 
16-03-2023,Employee 17,Billable, 5.000 
16-03-2023,Employee 17,Non-Billable, 0.500 
16-03-2023,Employee 19,Non-Billable, 7.500 
16-03-2023,Employee 20,Billable, 3.500 
16-03-2023,Employee 20,Non-Billable, 1.000 
16-03-2023,Employee 21,Billable, 12.000 
16-03-2023,Employee 22,Billable, 6.750 
16-03-2023,Employee 22,Non-Billable, 1.500 
16-03-2023,Employee 24,Billable, 5.750 
16-03-2023,Employee 24,Non-Billable, 2.000 
16-03-2023,Employee 25,Billable, 6.750 
16-03-2023,Employee 25,Non-Billable, 1.250 
16-03-2023,Employee 26,Non-Billable, 8.167 
16-03-2023,Employee 28,Non-Billable, 7.250 
16-03-2023,Employee 29,Non-Billable, 7.750 
16-03-2023,Employee 30,Billable, 8.000 
17-03-2023,Employee 03,Billable, 9.500 
17-03-2023,Employee 05,Billable, 6.250 
17-03-2023,Employee 07,Billable, 6.000 
17-03-2023,Employee 07,Non-Billable, 1.000 
17-03-2023,Employee 08,Billable, 6.833 
17-03-2023,Employee 09,Billable, 2.000 
